Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1610,2017,2258,2381,1991,2270,2532,2576,2195,2315,2973,2721
Expenses,1452,1812,2037,2160,1809,2063,2277,2336,1993,2094,2616,2446
Operating Profit,158,205,221,221,182,207,255,240,202,222,358,275
OPM %,10,10,10,9,9,9,10,9,9,10,12,10
Other Income,14,15,22,16,23,10,16,20,41,23,92,10
Interest,52,58,57,53,57,59,62,50,53,50,61,50
Depreciation,53,56,54,49,47,45,51,41,43,43,39,43
Profit before tax,68,106,130,135,100,113,157,169,146,152,350,192
Tax %,21,26,31,26,28,23,28,19,26,27,31,27
Net Profit,54,79,90,100,72,87,113,137,108,111,242,141
EPS in Rs,3.12,4.56,5.21,5.83,4.19,5.07,6.6,7.99,6.27,6.46,14.1,8.2
Item,Dec 2017,Mar 2019 15m,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2061,3170,2861,2728,3809,5091,7718,9246,10061,10205,,
Expenses,1796,2843,2523,2515,3516,4691,6973,8386,9045,9149,,
Operating Profit,264,327,338,213,293,400,745,860,1016,1056,,
OPM %,13,10,12,8,8,8,10,9,10,10,,
Other Income,7,14,-10,45,45,63,64,78,183,167,,
Interest,88,124,130,138,142,165,218,236,215,215,,
Depreciation,58,82,137,100,103,114,208,194,166,167,,
Profit before tax,126,134,60,20,94,184,383,508,818,841,,
Tax %,42,38,27,20,26,32,28,27,27,—,,
Net Profit,73,83,44,16,69,125,274,373,598,602,,
EPS in Rs,4.69,4.77,2.51,0.92,4.01,7.23,15.93,21.7,34.79,35.03,,
Dividend Payout %,9,8,12,13,11,10,11,9,9,—,,
Item,Dec 2016,Dec 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,16,16,17,17,17,17,17,17,17,17,,
Reserves,536,602,1004,1035,1049,1114,1220,1477,1816,2382,,
Borrowings,356,489,532,539,458,560,766,889,993,1001,,
Other Liabilities,973,1282,1044,1533,1669,1925,3013,3534,3026,3686,,
Total Liabilities,1881,2388,2597,3125,3192,3616,5017,5917,5852,7086,,
Fixed Assets,385,462,529,624,601,655,847,1081,1077,1168,,
CWIP,6,38,7,5,53,2,117,10,21,22,,
Investments,1,1,1,255,194,113,45,5,0,0,,
Other Assets,1489,1887,2060,2241,2344,2847,4007,4821,4753,5897,,
Total Assets,1881,2388,2597,3125,3192,3616,5017,5917,5852,7086,,
Item,Dec 2016,Dec 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,326,68,-134,447,191,339,471,704,184,500,,
Cash from Investing Activity,-20,-157,-133,-87,-51,-25,-438,-419,-233,-147,,
Cash from Financing Activity,-222,40,244,-212,-250,-56,28,-123,-218,-243,,
Net Cash Flow,83,-49,-24,147,-110,258,61,162,-267,110,,
Free Cash Flow,231,-103,-259,354,80,244,69,369,12,274,,
CFO/OP,170,24,-24,145,100,136,143,105,34,66,,
Item,Dec 2016,Dec 2017,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,27,42,50,75,71,60,77,57,39,47,,
Inventory Days,61,92,75,99,144,118,119,86,73,82,,
Days Payable,340,363,171,225,311,276,275,179,232,238,,
Cash Conversion Cycle,-252,-229,-45,-51,-96,-99,-78,-36,-120,-110,,
Working Capital Days,-36,-38,32,-21,2,-19,-35,-26,-8,6,,
ROCE %,19,24,20,15,10,14,19,27,28,33,,
