Item,Indicator,Value,Signal
,SMA (10),3761.36,Sell
,EMA (10),3754.36,Sell
,SMA (20),3838.76,Sell
,EMA (20),3816.73,Sell
,SMA (50),3929.38,Sell
,EMA (50),3925.06,Sell
,SMA (100),4098.33,Sell
,EMA (100),4002.14,Sell
,SMA (200),4007.34,Sell
,EMA (200),4039.72,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),32,Neutral
,"MACD (12,26,9)",-75.81,Sell
,"Stochastic (14,3,3)",12.88,Buy
,ADX (14),32.57,Buy
,Williams %R (14),-87.74,Buy
,ATR (14),78.94,Neutral
,ROC (12),-3.63,Sell
,Stoch RSI (14),0.47,Buy
,"UO (7,14,28)",47.87,Neutral
