Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,75%,75%,75%,75%,59.38%,51%,51%,51%,51%,51%,51%,51%
FIIs,0.59%,0.69%,1.2%,2.04%,6.82%,12.05%,13.05%,14.49%,16.15%,18.46%,20.39%,22.89%
DIIs,16.19%,16.11%,15.84%,14.97%,25.61%,28.4%,28.19%,26.76%,25.2%,23.28%,21.39%,18.47%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,5.99%,5.96%,5.87%,6.12%,6.13%,6.36%,5.76%,5.76%,5.73%,5.42%,5.36%,5.74%
Others,2.24%,2.24%,2.09%,1.87%,2.06%,2.19%,2.01%,1.99%,1.91%,1.84%,1.86%,1.9%
No. of Shareholders,39717,37443,44121,59130,74413,87000,82054,90663,102934,103226,110662,138122
