Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-112.35%,-118.75%,-287.47%
,ebitda margin growth,1.64%,3.19%,8.91%,18.04%
,net income growth,4.23%,29.29%,31%,47%
,revenue growth,-0.8%,14.35%,19%,15%
,roce,—,3.13%,12.34%,5.93%
,roe,—,9.28%,16.68%,100.79%
