Item,Indicator,Value,Signal
,SMA (10),667.66,Sell
,EMA (10),666.84,Sell
,SMA (20),687.04,Sell
,EMA (20),679.27,Sell
,SMA (50),694.73,Sell
,EMA (50),692.05,Sell
,SMA (100),697.88,Sell
,EMA (100),713.26,Sell
,SMA (200),769.41,Sell
,EMA (200),791.77,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),30.09,Neutral
,"MACD (12,26,9)",-13.7,Sell
,"Stochastic (14,3,3)",7.59,Buy
,ADX (14),17.96,Neutral
,Williams %R (14),-88.7,Buy
,ATR (14),15,Neutral
,ROC (12),-5.38,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",37.03,Neutral
