Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,24.3%,54.92%,122.17%
,ebitda margin growth,15.94%,5.58%,8.83%,15.52%
,net income growth,8.26%,-9.76%,45%,22%
,revenue growth,5.69%,22.47%,15%,16%
,roce,26.06%,-1.89%,52.99%,13.99%
,roe,8.26%,-29.32%,16.6%,91.14%
