Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,557,599,610,520,521,451,476,602,1223,874,604,638
Expenses,456,486,479,410,412,357,396,410,679,572,529,491
Operating Profit,101,113,131,110,109,94,79,192,544,302,75,147
OPM %,18,19,22,21,21,21,17,32,44,35,12,23
Other Income,3,2,-19,5,12,2,6,17,-8,10,10,21
Interest,3,3,4,2,3,5,4,6,3,3,2,5
Depreciation,10,11,11,11,11,11,11,12,12,12,15,12
Profit before tax,91,102,98,103,107,79,71,191,520,297,67,149
Tax %,26,23,33,26,29,26,26,26,26,27,18,26
Net Profit,68,79,81,80,87,65,45,143,387,220,64,109
EPS in Rs,2.48,2.85,2.94,2.89,3.15,2.33,1.62,5.17,13.97,7.96,2.3,3.94
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1603,1266,1092,912,1236,1369,2233,1967,3303,3339,,
Expenses,1477,1169,1011,845,1097,1217,1810,1574,2190,2271,,
Operating Profit,126,97,81,67,139,151,423,393,1113,1068,,
OPM %,8,8,7,7,11,11,19,20,34,32,,
Other Income,16,21,22,6,26,20,8,38,44,32,,
Interest,41,31,22,15,7,7,13,13,15,14,,
Depreciation,46,44,41,39,35,35,41,44,51,52,,
Profit before tax,55,43,40,19,122,130,377,374,1092,1034,,
Tax %,42,35,35,29,23,24,26,26,25,—,,
Net Profit,32,28,26,14,94,98,280,276,814,780,,
EPS in Rs,1.14,1,0.95,0.5,3.39,3.56,10.13,9.99,29.4,28.17,,
Dividend Payout %,22,30,32,71,12,13,5,10,10,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,28,28,28,28,28,28,28,28,28,28,,
Reserves,701,724,739,745,754,838,924,1193,1455,2187,,
Borrowings,479,366,232,161,70,63,86,67,74,67,,
Other Liabilities,258,224,162,169,184,204,257,366,422,661,,
Total Liabilities,1467,1342,1161,1103,1036,1133,1294,1654,1980,2942,,
Fixed Assets,417,363,321,304,279,265,320,354,397,441,,
CWIP,33,26,37,27,43,81,50,20,68,127,,
Investments,8,5,5,6,7,8,9,108,290,402,,
Other Assets,1008,947,797,766,707,779,915,1171,1225,1972,,
Total Assets,1467,1342,1161,1103,1036,1133,1294,1654,1980,2942,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,43,159,167,149,121,62,122,270,247,738,,
Cash from Investing Activity,60,-8,1,-6,-32,-17,-50,-137,-320,-214,,
Cash from Financing Activity,-114,-150,-163,-114,-104,-22,10,-42,-33,-113,,
Net Cash Flow,-11,1,5,29,-14,23,82,91,-107,411,,
Free Cash Flow,5,149,168,140,86,41,68,204,96,594,,
CFO/OP,41,149,192,201,184,65,105,85,88,93,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,122,103,105,102,102,86,83,58,69,71,,
Inventory Days,168,126,145,162,188,149,147,137,201,148,,
Days Payable,68,43,34,41,44,42,43,41,68,49,,
Cash Conversion Cycle,222,186,216,222,246,193,188,154,202,171,,
Working Capital Days,66,73,104,121,149,126,117,81,106,85,,
ROCE %,8,9,6,6,4,13,14,36,27,59,,
