Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,57.76%,24.28%,429.15%
,ebitda margin growth,7.21%,11.46%,-14.58%,64%
,net income growth,6.25%,31%,26%,25%
,revenue growth,1.21%,14.96%,13%,17%
,roce,5.83%,13.68%,-29.54%,18.68%
,roe,6.12%,13.57%,16.56%,60.91%
