Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%,45%
FIIs,20.94%,17.91%,16.82%,16.16%,19.29%,14.33%,14.67%,16.82%,17.21%,16.99%,17.08%,10.16%
DIIs,21.24%,22.1%,24.23%,25.1%,23.19%,26.12%,26.18%,24%,24.08%,24.18%,23.26%,30.03%
Government,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
Public,6.6%,8.01%,7.39%,7.08%,6.2%,7.96%,7.61%,7.66%,7.31%,7.44%,8.11%,8.19%
Others,1.22%,1.98%,1.56%,1.66%,1.33%,1.59%,1.54%,1.53%,1.4%,1.39%,1.55%,1.62%
No. of Shareholders,270687,316340,296569,290378,260867,344909,352161,359666,344539,345205,365478,367377
