Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%,51.14%
FIIs,17.19%,17.78%,17.56%,17.43%,17.27%,17.35%,17.56%,18.56%,18.15%,18.51%,19.5%,18.02%
DIIs,22.9%,23.37%,22.64%,20.61%,20.22%,20.93%,20.88%,20.6%,20.88%,20.48%,19.99%,21.02%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,6.61%,6.76%,7.52%,9.74%,10.29%,9.5%,9.33%,8.59%,8.47%,8.55%,8.08%,8.5%
Others,2.16%,0.96%,1.14%,1.08%,1.09%,1.08%,1.1%,1.12%,1.36%,1.32%,1.29%,1.32%
No. of Shareholders,974782,1098230,1364870,2518660,2772000,2653680,2678440,2542380,2498590,2543620,2530900,2604300
