Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-280.77%,-15.25%,68.7%
,ebitda margin growth,21.93%,-175.89%,1.19%,-94.56%
,net income growth,42.87%,-197.91%,8%,1%
,revenue growth,22.47%,34.23%,35%,44%
,roce,-16.5%,-450.98%,19.53%,-12.72%
,roe,-42.84%,-182.02%,-1.59%,-66.96%
