Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.83%,75.08%,149.57%
,ebitda margin growth,-4.78%,-0.56%,3.73%,7.17%
,net income growth,-11.57%,13.8%,26%,12%
,revenue growth,5.65%,26.05%,18%,17%
,roce,-10.02%,-7.7%,-1.98%,15.61%
,roe,-11.55%,-4.92%,14.07%,18.38%
