Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1094,1260,1283,1223,1325,1453,1568,1539,1658,1971,2024,1963
Expenses,860,1000,976,1029,1024,1061,1195,1193,1243,1460,1540,1525
Operating Profit,234,260,307,194,301,392,373,346,415,511,485,438
OPM %,21,21,24,16,23,27,24,22,25,26,24,22
Other Income,29,6,5,24,15,44,10,10,58,-24,25,-1
Interest,48,47,43,37,30,30,30,27,25,25,22,22
Depreciation,171,176,176,110,126,116,114,118,122,124,124,128
Profit before tax,43,44,93,71,160,290,239,210,327,339,363,287
Tax %,19,-62,14,69,27,25,24,29,23,21,29,25
Net Profit,35,71,80,22,117,217,183,149,251,268,258,217
EPS in Rs,0.18,0.37,0.19,0.05,0.25,0.46,0.39,0.32,0.54,0.57,0.55,0.46
Item,Mar 2022 8m,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,,,,,
---,---,---,---,---,---,---,,,,,,
Sales,923,4218,4754,5570,7193,7617,,,,,,
Expenses,730,3179,3665,4263,5428,5768,,,,,,
Operating Profit,193,1039,1088,1307,1765,1849,,,,,,
OPM %,21,25,23,23,25,24,,,,,,
Other Income,18,5,28,47,61,58,,,,,,
Interest,65,215,185,127,99,94,,,,,,
Depreciation,147,644,689,467,487,497,,,,,,
Profit before tax,-2,186,242,760,1239,1316,,,,,,
Tax %,152,23,6,29,25,—,,,,,,
Net Profit,-5,144,228,539,925,993,,,,,,
EPS in Rs,-0.02,0.75,0.53,1.15,1.98,2.12,,,,,,
Dividend Payout %,0,0,0,0,8,—,,,,,,
Item,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,,
---,---,---,---,---,---,,,,,,,
Equity Capital,1919,1919,4285,4679,4679,,,,,,,
Reserves,2108,4288,2158,3657,4980,,,,,,,
Borrowings,4788,2896,2532,1402,1111,,,,,,,
Other Liabilities,1271,1427,1554,1179,1680,,,,,,,
Total Liabilities,10085,10529,10529,10917,12450,,,,,,,
Fixed Assets,8621,8607,8667,8997,9352,,,,,,,
CWIP,5,0,6,0,43,,,,,,,
Investments,0,0,0,0,336,,,,,,,
Other Assets,1459,1922,1856,1920,2719,,,,,,,
Total Assets,10085,10529,10529,10917,12450,,,,,,,
Item,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,,
---,---,---,---,---,---,,,,,,,
Cash from Operating Activity,-32,857,973,1214,1203,,,,,,,
Cash from Investing Activity,-7711,-101,-463,-958,-687,,,,,,,
Cash from Financing Activity,8116,-545,-751,-256,-501,,,,,,,
Net Cash Flow,374,211,-241,0,14,,,,,,,
Free Cash Flow,-39,716,791,1092,1011,,,,,,,
CFO/OP,-12,99,101,106,89,,,,,,,
Item,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,,,,,,
---,---,---,---,---,---,,,,,,,
Debtor Days,366,92,91,83,93,,,,,,,
Cash Conversion Cycle,366,92,91,83,93,,,,,,,
Working Capital Days,58,13,-6,25,7,,,,,,,
ROCE %,—,5,5,10,13,,,,,,,
