Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,18.17%,35.55%,95.36%
,ebitda margin growth,2.69%,-2.64%,-0.05%,0.63%
,net income growth,10.31%,15.56%,27%,21%
,revenue growth,-0.22%,26.16%,23%,25%
,roce,1.68%,-16.97%,-8.07%,10.98%
,roe,10.31%,-24.15%,15.21%,10.44%
