Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,56.27%,57.98%,58.21%,58.21%,58.21%,58.21%,58.13%,56.43%,56.6%,53.65%,53.65%,53.65%
FIIs,15.44%,13.58%,12.44%,12.22%,12.72%,13.7%,13.63%,13.97%,12.97%,12.16%,11.41%,10.1%
DIIs,0.04%,0.05%,0.06%,0.07%,0.09%,0.18%,0.17%,0.19%,0.27%,0.3%,0.35%,0.28%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,24.5%,24.47%,25.42%,25.71%,25.28%,24.32%,23.22%,22.11%,22.13%,19.23%,19.53%,20.39%
Others,3.76%,3.93%,3.87%,3.79%,3.7%,3.59%,4.86%,7.29%,8.02%,14.66%,15.06%,15.58%
No. of Shareholders,7234,8096,18513,18310,19415,23768,21984,25330,27094,27728,26091,25427
