Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,165,192,181,234,286,301,291,373,374,666,889,702
Expenses,195,212,79,102,106,108,131,132,132,172,224,208
Operating Profit,-30,-21,102,133,179,193,160,241,242,494,665,494
OPM %,-18,-11,56,57,63,64,55,65,65,74,75,70
Other Income,19,18,20,19,26,24,30,33,27,31,36,50
Interest,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,7,11,14,13,14,15,22,17,20,22,19,21
Profit before tax,-17,-14,108,138,191,202,168,256,249,503,682,523
Tax %,9,-63,19,20,20,21,20,21,21,20,22,21
Net Profit,-19,-5,88,111,154,160,135,203,197,401,530,413
EPS in Rs,-0.75,-0.21,3.45,4.35,6.02,6.28,5.31,7.97,7.74,15.73,20.78,16.21
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,260,300,398,391,367,514,684,1113,2302,2631,,
Expenses,184,206,219,205,206,369,621,447,660,736,,
Operating Profit,76,94,178,185,161,145,63,665,1642,1894,,
OPM %,29,31,45,47,44,28,9,60,71,72,,
Other Income,88,75,105,104,46,68,75,98,127,144,,
Interest,0,0,0,0,0,0,0,0,0,0,,
Depreciation,17,15,18,22,23,22,36,64,78,81,,
Profit before tax,147,154,265,267,184,191,102,699,1690,1957,,
Tax %,26,5,11,16,22,22,18,20,21,—,,
Net Profit,108,146,236,225,143,149,83,560,1332,1542,,
EPS in Rs,4.25,5.73,9.27,8.83,5.63,5.84,3.26,21.96,52.22,60.46,,
Dividend Payout %,80,70,65,62,62,65,47,27,15,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,51,51,51,51,51,51,51,51,51,51,,
Reserves,1311,1329,1200,1308,1367,1367,1428,1327,1833,2797,,
Borrowings,0,0,0,0,2,1,2,2,1,5,,
Other Liabilities,507,586,825,1375,1083,1382,1542,2029,2440,4648,,
Total Liabilities,1869,1966,2075,2735,2503,2801,3023,3409,4325,7501,,
Fixed Assets,152,156,158,158,159,156,150,379,412,417,,
CWIP,0,6,19,24,26,95,169,16,18,31,,
Investments,1198,1322,1066,1256,1205,1157,1047,914,1401,2949,,
Other Assets,519,482,832,1296,1112,1392,1658,2100,2494,4104,,
Total Assets,1869,1966,2075,2735,2503,2801,3023,3409,4325,7501,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,-32,99,258,449,-184,391,141,442,950,3035,,
Cash from Investing Activity,55,36,-93,-27,-39,-142,-8,-346,-751,-2399,,
Cash from Financing Activity,-40,-92,-105,-123,-154,-142,-89,-98,-40,-154,,
Net Cash Flow,-17,43,61,299,-377,107,44,-2,159,481,,
Free Cash Flow,-59,73,231,422,-206,310,70,299,854,2962,,
CFO/OP,24,170,306,281,-74,263,132,786,149,202,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,4,9,7,6,8,11,10,33,9,10,,
Cash Conversion Cycle,4,9,7,6,8,11,10,33,9,10,,
Working Capital Days,-287,-404,-429,-761,-424,-654,-463,-540,-391,-465,,
ROCE %,11,8,13,15,16,14,13,7,43,71,,
