Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,71.7%,71.7%,71.67%,67.52%,67.48%,67.42%,67.41%,67.4%,67.34%,67.33%,67.29%,67.29%
FIIs,2.51%,3.09%,4.24%,6.81%,7.04%,7.52%,5.24%,5.29%,5.73%,5.08%,4.7%,4.26%
DIIs,21.82%,20.38%,19.6%,21.47%,21.46%,21.2%,23.94%,23.92%,23.4%,23.99%,24.57%,25%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,2.41%,2.75%,2.8%,2.68%,2.53%,2.35%,2%,2.01%,2.05%,2.13%,1.86%,1.91%
Others,1.58%,2.07%,1.68%,1.52%,1.49%,1.51%,1.41%,1.38%,1.48%,1.47%,1.57%,1.54%
No. of Shareholders,44003,51812,61454,67068,70466,74831,66181,64175,66228,67682,52522,49687
