Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-26.24%,-27.44%,-14.54%
,ebitda margin growth,-31.36%,-1.6%,-2.82%,-3.71%
,net income growth,-53.48%,28.95%,39%,85%
,revenue growth,-10.92%,28.24%,28%,52%
,roce,-38.77%,9.45%,37.33%,15.22%
,roe,-53.55%,10.14%,12.12%,220%
