Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,35.89%,43.02%,—
,ebitda margin growth,390.54%,-19.34%,-44.86%,-136.6%
,net income growth,393.89%,-13.76%,-3%,20%
,revenue growth,18.55%,10.68%,14%,29%
,roce,—,-38.64%,-67.21%,-5.65%
,roe,—,-19.67%,9.72%,-145.09%
