Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,26.29%,17.74%,-18.29%
,ebitda margin growth,-33.1%,35.73%,160.67%,-184.42%
,net income growth,-42.17%,28.12%,148%,45%
,revenue growth,-23.67%,8.07%,19%,35%
,roce,—,21.43%,144.25%,-1.01%
,roe,—,25.89%,8.74%,-215.09%
