Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,—,78.08%,-5.57%
,ebitda margin growth,-23.63%,47.97%,417.73%,123.93%
,net income growth,-34.76%,-449.12%,43%,-19%
,revenue growth,-6.98%,13.34%,8%,4%
,roce,-29.71%,64.96%,-372.15%,-0.36%
,roe,-34.76%,-409.02%,-3.45%,-156.78%
