Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,7.23%,-10.11%,-209.66%
,ebitda margin growth,-0.41%,0.17%,0.53%,-1.53%
,net income growth,-9.17%,20.19%,25%,27%
,revenue growth,0.47%,18.59%,22%,19%
,roce,-0.21%,2.71%,0.47%,10.12%
,roe,-9.19%,1.54%,15.23%,2.76%
