Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,38.55%,65.04%,374.34%
,ebitda margin growth,-32.76%,5.97%,9.48%,—
,net income growth,-42.69%,28.81%,93.75%,—
,revenue growth,-24%,19.39%,24.64%,—
,roce,-40.5%,16.77%,48.71%,—
,roe,-42.69%,18.18%,5.98%,—
