Item,Indicator,Value,Signal
,SMA (10),677.1,Sell
,EMA (10),677.15,Sell
,SMA (20),693.77,Sell
,EMA (20),690.05,Sell
,SMA (50),717.27,Sell
,EMA (50),699.14,Sell
,SMA (100),698.7,Sell
,EMA (100),691.88,Sell
,SMA (200),672.69,Sell
,EMA (200),685.21,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),33.08,Neutral
,"MACD (12,26,9)",-14.49,Sell
,"Stochastic (14,3,3)",15.83,Buy
,ADX (14),25.5,Buy
,Williams %R (14),-89.91,Buy
,ATR (14),20.22,High Volatility
,ROC (12),-7.03,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",41.02,Neutral
