Item,Indicator,Value,Signal
,SMA (10),2042.89,Sell
,EMA (10),2036.1,Sell
,SMA (20),1992.46,Buy
,EMA (20),1992.52,Buy
,SMA (50),1877.34,Buy
,EMA (50),1909.16,Buy
,SMA (100),1840.56,Buy
,EMA (100),1852.51,Buy
,SMA (200),1770.77,Buy
,EMA (200),1819.54,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),57.22,Neutral
,"MACD (12,26,9)",57.62,Buy
,"Stochastic (14,3,3)",48.77,Neutral
,ADX (14),37.71,Buy
,Williams %R (14),-60.05,Neutral
,ATR (14),67.53,High Volatility
,ROC (12),4.42,Buy
,Stoch RSI (14),0.16,Buy
,"UO (7,14,28)",38.96,Neutral
