Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%,62.76%
FIIs,12.1%,12.09%,12.1%,11.94%,11.94%,10.26%,10.01%,10.29%,9.82%,9.81%,9.74%,10.29%
DIIs,9.32%,8.44%,9.04%,9.22%,9.49%,10.8%,11.31%,11.18%,11.77%,12.09%,12.39%,11.9%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,12.84%,12.88%,13.08%,13.03%,12.79%,13.08%,12.73%,12.47%,12.5%,12.25%,12.08%,11.98%
Others,2.97%,3.83%,3.01%,3.04%,3.02%,3.1%,3.17%,3.3%,3.15%,3.08%,3.03%,3.06%
No. of Shareholders,184090,213977,410144,437880,427964,547850,538165,519439,546818,506673,492124,479696
