Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,192.55%,52.96%,76.89%
,ebitda margin growth,-18.39%,0%,12.2%,345.16%
,net income growth,-19.02%,8.21%,12%,6%
,revenue growth,237.95%,7.43%,11%,5%
,roce,—,0%,-8.82%,0.27%
,roe,—,2.33%,7.86%,898.73%
