Item,Indicator,Value,Signal
,SMA (10),704.31,Buy
,EMA (10),705.3,Buy
,SMA (20),714.1,Sell
,EMA (20),713.65,Sell
,SMA (50),746.17,Sell
,EMA (50),735.64,Sell
,SMA (100),759.68,Sell
,EMA (100),764.84,Sell
,SMA (200),834.46,Sell
,EMA (200),811.53,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),43.95,Neutral
,"MACD (12,26,9)",-11.76,Buy
,"Stochastic (14,3,3)",19.91,Buy
,ADX (14),23.47,Neutral
,Williams %R (14),-54.45,Neutral
,ATR (14),12.7,Neutral
,ROC (12),-2.61,Sell
,Stoch RSI (14),100,Sell
,"UO (7,14,28)",51.71,Neutral
