Item,Indicator,Value,Signal
,SMA (10),705.53,Sell
,EMA (10),705.46,Sell
,SMA (20),713.01,Sell
,EMA (20),707.98,Sell
,SMA (50),704.46,Buy
,EMA (50),695.84,Buy
,SMA (100),650.21,Buy
,EMA (100),663.06,Buy
,SMA (200),604.05,Buy
,EMA (200),621.64,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),49.1,Neutral
,"MACD (12,26,9)",-1.3,Sell
,"Stochastic (14,3,3)",32.82,Neutral
,ADX (14),15.01,Neutral
,Williams %R (14),-59.57,Neutral
,ATR (14),20.43,Neutral
,ROC (12),-0.29,Sell
,Stoch RSI (14),77.35,Neutral
,"UO (7,14,28)",53.06,Neutral
