Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.35%,108.25%,-4.26%
,ebitda margin growth,-63.23%,19.54%,0.18%,-39.29%
,net income growth,-75.6%,630.68%,35%,3%
,revenue growth,-30.34%,10.15%,4%,18%
,roce,-67.93%,155.67%,44.53%,14.76%
,roe,-75.6%,466.28%,13.23%,-20.85%
