Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,146.16%,38.96%,894.13%
,ebitda margin growth,-18.67%,8.51%,-4.74%,41.74%
,net income growth,-29.46%,29.51%,52%,14%
,revenue growth,5.04%,10.79%,11%,14%
,roce,-27.36%,13.99%,-4.69%,12.24%
,roe,-29.46%,14.9%,11.37%,142.56%
