Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,10.78%,-14.01%,22.82%
,ebitda margin growth,8.26%,3.93%,4.96%,-14.57%
,net income growth,20.02%,33.05%,21%,18%
,revenue growth,3.97%,17.14%,15%,13%
,roce,9.67%,21.73%,19.64%,26.01%
,roe,20%,24.08%,17.02%,-43.09%
