Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-66.45%,-76.72%,-10.35%
,ebitda margin growth,5.48%,-5.61%,1.38%,24.27%
,net income growth,21.98%,-20.44%,-1%,10%
,revenue growth,7.74%,-15.59%,1%,8%
,roce,8.38%,-28.81%,-30.95%,18.62%
,roe,21.98%,-28.07%,15.79%,-14.72%
