Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,516.27%,—,210.74%
,ebitda margin growth,37.99%,57.22%,79.3%,44.68%
,net income growth,60.24%,30.07%,61%,19%
,revenue growth,1.22%,29.83%,14%,9%
,roce,62.04%,1.76%,150.54%,11.35%
,roe,60.24%,9.55%,0.49%,23.08%
