Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,36.71%,58.34%,42.29%
,ebitda margin growth,30.5%,-38.1%,-142.96%,-129.98%
,net income growth,443.48%,444.34%,24%,8%
,revenue growth,5.2%,-2.78%,232%,131%
,roce,129.97%,-103.78%,-104.78%,-18.19%
,roe,443.48%,-99.69%,-48.54%,-98.14%
