Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1310,1343,1363,1327,1368,1363,1317,1285,1329,1348,1349,1379
Expenses,1103,1129,1141,1132,1203,1199,1143,1126,1116,1103,1099,1157
Operating Profit,207,214,222,195,165,163,174,159,213,245,249,223
OPM %,16,16,16,15,12,12,13,12,16,18,18,16
Other Income,16,28,46,35,33,21,20,33,22,-27,-4,29
Interest,6,6,4,4,7,7,6,5,5,6,4,4
Depreciation,22,21,21,21,22,21,22,21,20,20,19,19
Profit before tax,196,215,242,205,170,156,166,166,210,192,222,228
Tax %,26,25,26,27,25,25,27,36,45,37,21,29
Net Profit,145,161,180,150,128,117,122,106,116,120,176,161
EPS in Rs,5.27,5.84,6.53,5.44,4.61,4.23,4.39,3.83,4.17,4.3,6.29,5.76
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,2250,2551,3291,3556,4130,4795,5278,5375,5310,5404,,
Expenses,1967,2244,2899,3026,3490,4273,4442,4678,4444,4474,,
Operating Profit,283,306,392,529,640,522,836,698,866,930,,
OPM %,13,12,12,15,16,11,16,13,16,17,,
Other Income,87,100,43,19,66,22,104,108,24,20,,
Interest,8,11,16,13,13,19,20,23,20,19,,
Depreciation,40,50,83,80,77,82,85,86,80,79,,
Profit before tax,322,346,336,455,617,442,835,697,790,852,,
Tax %,21,16,33,29,25,25,25,26,34,—,,
Net Profit,254,292,224,321,464,332,624,517,518,573,,
EPS in Rs,12.8,10.56,8.11,11.57,16.59,12.06,22.61,18.6,18.55,20.52,,
Dividend Payout %,18,19,25,30,27,29,29,35,35,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,38,38,55,55,55,56,55,55,56,56,,
Reserves,1545,1779,1659,1837,2124,2527,2393,2989,3423,4057,,
Borrowings,387,310,38,145,128,123,102,93,151,141,,
Other Liabilities,559,606,746,650,686,677,637,788,833,1012,,
Total Liabilities,2528,2733,2498,2687,2994,3383,3187,3926,4462,5266,,
Fixed Assets,671,829,588,751,698,725,736,697,744,834,,
CWIP,138,32,0,2,7,3,6,12,23,2,,
Investments,79,129,191,33,571,840,563,1320,1754,2171,,
Other Assets,1641,1743,1719,1901,1719,1816,1882,1897,1942,2259,,
Total Assets,2528,2733,2498,2687,2994,3383,3187,3926,4462,5266,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,163,407,-72,310,558,281,561,718,588,481,,
Cash from Investing Activity,-150,-193,123,-42,-444,-309,252,-625,-438,-149,,
Cash from Financing Activity,80,-128,-116,-180,-97,-147,-636,-168,-215,-233,,
Net Cash Flow,93,86,-64,88,17,-176,176,-74,-65,99,,
Free Cash Flow,-25,292,-161,258,533,219,504,699,541,441,,
CFO/OP,66,164,-11,100,118,72,133,108,111,89,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,86,131,102,82,53,60,56,72,67,83,,
Cash Conversion Cycle,86,131,102,82,53,60,56,72,67,83,,
Working Capital Days,25,44,56,46,38,53,38,39,32,38,,
ROCE %,16,16,17,18,22,25,17,30,21,21,,
