Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,70.79%,120.51%,100.28%
,ebitda margin growth,34.05%,-32.89%,-40.99%,-40.09%
,net income growth,53.11%,-66.94%,4%,-17%
,revenue growth,15.43%,-11.49%,5%,5%
,roce,57.44%,-59.1%,-64%,12.63%
,roe,53.17%,-67.3%,10.65%,-71.24%
