Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-30.21%,575.68%,54.48%
,ebitda margin growth,-7.34%,-8.62%,-12.37%,-7.18%
,net income growth,-15.82%,40.71%,-38%,-6%
,revenue growth,-1.58%,-3.82%,-10%,14%
,roce,-2.39%,25.83%,31.92%,15.94%
,roe,-15.8%,28.25%,11.29%,46.27%
