Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,63.1%,63.09%,62.91%,62.66%,62.66%,60.2%,60.24%,59.82%,59.44%,59.44%,59.44%,59.43%
FIIs,27.55%,26.58%,25.78%,25.32%,24.18%,25.26%,22.98%,21.85%,21.93%,20.31%,19.51%,19.03%
DIIs,3.36%,3.59%,4.15%,4.55%,4.98%,7.02%,9.21%,10.52%,11.79%,13.56%,14.4%,15.21%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,4.27%,4.71%,5%,5.16%,5.87%,5.52%,5.81%,6.27%,5.42%,5.2%,5.22%,4.93%
Others,1.72%,2.04%,2.15%,2.31%,2.31%,2%,1.77%,1.52%,1.42%,1.5%,1.44%,1.4%
No. of Shareholders,375534,440278,489887,509607,698759,742488,873915,968419,902881,872933,877604,813548
