Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,80.56%,527.16%,-13.71%
,ebitda margin growth,12.05%,5.97%,15.29%,22.01%
,net income growth,10.29%,59.58%,35%,44%
,revenue growth,11.84%,11.83%,18%,13%
,roce,4.05%,-1.27%,8.76%,4.88%
,roe,10.29%,39.13%,11.62%,93.78%
