Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,5037,4600,5268,4814,5104,4780,5504,5096,5644,5667,6748,6378
Expenses,3812,3505,3918,3700,3936,3677,4116,3996,4407,4466,4976,4840
Operating Profit,1225,1095,1350,1114,1168,1103,1388,1100,1237,1201,1772,1538
OPM %,24,24,26,23,23,23,25,22,22,21,26,24
Other Income,140,-77,37,39,298,4,9,4,2,170,-18,16
Interest,31,23,26,32,32,35,38,47,46,28,37,42
Depreciation,111,109,110,113,122,150,155,157,163,174,205,188
Profit before tax,1222,886,1251,1009,1312,922,1205,900,1029,1168,1513,1324
Tax %,26,26,25,26,25,25,26,27,27,13,26,26
Net Profit,908,656,934,747,986,696,885,659,753,1018,1114,975
EPS in Rs,4.71,3.4,4.84,3.87,5.12,3.61,4.59,3.42,3.91,5.28,5.78,5.06
Item,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Dec 2022,Dec 2023,Mar 2024 15m,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,11292,12369,13350,14741,16897,19126,24394,20202,23155,24437,,
Expenses,8675,9443,10149,11178,13191,14655,18551,15430,17848,18689,,
Operating Profit,2618,2926,3202,3562,3706,4471,5843,4771,5307,5747,,
OPM %,23,24,24,24,22,23,24,24,23,24,,
Other Income,259,247,146,-112,107,116,159,352,160,170,,
Interest,112,129,164,202,155,119,145,136,158,154,,
Depreciation,336,370,370,391,403,429,568,540,699,730,,
Profit before tax,2429,2673,2813,2857,3256,4038,5289,4447,4610,5034,,
Tax %,34,26,26,26,27,26,26,25,23,—,,
Net Profit,1607,1968,2082,2118,2391,2999,3933,3314,3545,3860,,
EPS in Rs,8.33,10.21,10.8,10.99,12.4,15.55,20.4,17.19,18.38,20.03,,
Dividend Payout %,69,168,93,91,89,56,79,79,65,—,,
Item,Dec 2017,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Dec 2022,Dec 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,96,96,96,96,96,96,96,96,96,193,,
Reserves,3324,3577,1822,1923,1850,2363,2363,3244,4021,5116,,
Borrowings,35,35,189,147,266,271,271,345,1167,444,,
Other Liabilities,3907,4379,5065,5733,6021,6249,6249,6838,7040,7604,,
Total Liabilities,7363,8088,7173,7900,8234,8979,8979,10523,12324,13357,,
Fixed Assets,2616,2401,2341,2179,2995,3044,3044,3460,5474,6290,,
CWIP,94,105,143,639,246,358,358,1742,1173,507,,
Investments,1979,2658,1751,1464,774,778,778,464,706,706,,
Other Assets,2673,2924,2937,3618,4219,4799,4799,4857,4972,5854,,
Total Assets,7363,8088,7173,7900,8234,8979,8979,10523,12324,13357,,
Item,Dec 2017,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Dec 2022,Dec 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,1818,2052,2295,2454,2236,2737,3392,4175,2935,5048,,
Cash from Investing Activity,-131,-52,83,-321,-1920,-392,-927,-1237,-1811,-624,,
Cash from Financing Activity,-997,-1317,-3602,-1956,-2020,-2123,-2436,-3135,-1846,-3179,,
Net Cash Flow,691,683,-1223,177,-1704,223,29,-198,-723,1244,,
Free Cash Flow,1622,1890,2143,1980,1505,2197,2028,2296,930,4221,,
CFO/OP,116,112,101,99,83,97,100,94,82,115,,
Item,Dec 2017,Dec 2018,Dec 2019,Dec 2020,Dec 2021,Dec 2022,Dec 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,3,4,4,5,4,4,4,4,7,5,,
Inventory Days,91,92,107,107,111,110,83,83,139,105,,
Days Payable,99,118,124,115,122,121,92,112,128,129,,
Cash Conversion Cycle,-5,-22,-14,-3,-7,-7,-5,-24,18,-19,,
Working Capital Days,-15,-21,-20,-22,-20,-16,-10,-19,-19,-24,,
ROCE %,57,71,96,139,150,138,153,169,96,84,,
