Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,58,55,72,47,72,67,122,97,125,156,225,192
Expenses,42,40,51,37,51,52,93,88,99,131,153,143
Operating Profit,16,15,22,10,21,15,29,9,26,25,73,49
OPM %,27,28,30,21,29,23,24,9,21,16,32,25
Other Income,3,4,4,4,8,10,11,11,8,10,12,5
Interest,4,4,3,3,3,1,1,2,2,3,2,4
Depreciation,4,4,4,4,4,5,8,9,9,9,10,14
Profit before tax,11,10,18,6,22,19,31,9,23,23,72,37
Tax %,23,22,20,23,21,24,21,43,21,18,17,21
Net Profit,8,8,15,5,17,14,25,5,18,18,60,29
EPS in Rs,6,5.95,10.19,3.39,11.56,9.5,16.4,3.44,12.11,12.24,39.96,19.47
Item,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,96,99,73,163,179,219,257,308,603,697,,
Expenses,82,84,59,128,137,161,184,233,471,526,,
Operating Profit,13,15,14,35,42,59,73,75,132,172,,
OPM %,14,15,20,21,24,27,28,24,22,25,,
Other Income,3,2,2,5,5,7,13,33,41,35,,
Interest,3,3,6,13,15,16,15,9,9,11,,
Depreciation,5,6,7,14,15,17,17,21,37,42,,
Profit before tax,8,8,2,12,17,34,54,78,127,155,,
Tax %,24,22,29,65,25,23,22,22,20,—,,
Net Profit,6,6,2,4,13,26,42,61,102,126,,
EPS in Rs,4.79,4.56,1.31,3.32,9.78,19.29,29.24,40.72,67.74,83.78,,
Dividend Payout %,0,0,0,0,0,0,0,0,0,—,,
Item,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,5,5,5,—,5,5,13,14,15,15,,
Reserves,108,115,122,—,150,163,293,631,1372,1492,,
Borrowings,25,60,122,—,181,196,177,182,61,261,,
Other Liabilities,21,23,31,—,61,61,70,68,136,188,,
Total Liabilities,160,202,279,—,397,426,553,896,1584,1956,,
Fixed Assets,43,44,49,—,211,237,228,233,449,644,,
CWIP,35,66,136,—,37,23,67,159,185,311,,
Investments,0,0,0,—,0,0,0,0,3,3,,
Other Assets,82,92,95,—,149,166,258,504,947,998,,
Total Assets,160,202,279,—,397,426,553,896,1584,1956,,
Item,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,13,14,11,—,4,25,47,-96,14,-69,,
Cash from Investing Activity,-9,-45,-72,—,-20,-28,-116,-60,-502,-271,,
Cash from Financing Activity,-6,31,61,—,17,3,74,284,544,185,,
Net Cash Flow,-2,0,0,—,1,-1,6,127,55,-155,,
Free Cash Flow,-5,-32,-59,—,-16,-3,-49,-213,-176,-386,,
CFO/OP,84,117,85,—,18,66,90,-118,38,-39,,
Item,Mar 2015,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,115,118,100,—,141,125,109,158,170,166,,
Inventory Days,430,529,598,—,465,541,521,440,1423,1030,,
Days Payable,110,145,135,—,240,156,141,91,333,225,,
Cash Conversion Cycle,435,502,563,—,367,510,490,507,1261,970,,
Working Capital Days,129,108,53,—,25,24,72,163,381,302,,
ROCE %,9,7,5,—,—,10,12,11,8,8,,
