Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,8.24%,-17.02%,10.28%
,ebitda margin growth,115.91%,-5.47%,-13.6%,-14.33%
,net income growth,166.51%,-15.43%,-4%,0%
,revenue growth,66.49%,3.85%,5%,6%
,roce,151.4%,-19.08%,-38.19%,22.12%
,roe,166.45%,-22.05%,14.75%,-43.44%
