Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%,74.36%
FIIs,2.23%,2.26%,2.46%,2.38%,2.39%,2.34%,2.54%,2.82%,2.64%,2.64%,2.6%,2.52%
DIIs,0.07%,0.05%,0.06%,0.07%,0.09%,0.1%,0.12%,0.12%,0.13%,0.14%,0.17%,0.18%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,21.34%,21.18%,21%,21.02%,21.1%,21.19%,21.01%,20.74%,20.9%,20.96%,20.9%,21%
Others,2%,2.15%,2.12%,2.17%,2.05%,2%,1.98%,1.96%,1.96%,1.91%,1.97%,1.94%
No. of Shareholders,821354,808618,820372,817121,1018220,1044620,1038040,1038990,1010800,989835,961614,946056
