Item,Indicator,Value,Signal
,SMA (10),1529.63,Buy
,EMA (10),1540.27,Buy
,SMA (20),1561.03,Sell
,EMA (20),1549.53,Sell
,SMA (50),1575.67,Sell
,EMA (50),1555.96,Sell
,SMA (100),1539.06,Buy
,EMA (100),1560.75,Sell
,SMA (200),1596.1,Sell
,EMA (200),1581.94,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),48.31,Neutral
,"MACD (12,26,9)",-11.03,Sell
,"Stochastic (14,3,3)",41.77,Neutral
,ADX (14),14.82,Neutral
,Williams %R (14),-56.66,Neutral
,ATR (14),40.88,Neutral
,ROC (12),-2.2,Sell
,Stoch RSI (14),74.27,Neutral
,"UO (7,14,28)",46.48,Neutral
