Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,41.86%,25.86%,49.98%
,ebitda margin growth,-5.31%,4.68%,8.97%,-18.48%
,net income growth,-63.05%,-157.83%,42%,16%
,revenue growth,-1.75%,40.28%,30%,33%
,roce,-7.28%,37.45%,89.43%,6.5%
,roe,-63.06%,-166.76%,36.83%,-22.26%
