Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,—,229.79%,872.1%
,ebitda margin growth,159.64%,-0.3%,-10.45%,-17.87%
,net income growth,50.72%,52.02%,17%,40%
,revenue growth,0.45%,44.62%,29%,32%
,roce,44.37%,4.01%,10.11%,34.8%
,roe,50.72%,12.54%,32.75%,37.2%
