Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,—,59.01%,18.55%
,ebitda margin growth,-41.66%,5.23%,7.22%,-6.79%
,net income growth,-43.01%,41.81%,50%,36%
,revenue growth,-12.61%,34.49%,40%,44%
,roce,—,13.6%,34.06%,27.13%
,roe,—,12.3%,25.06%,88.98%
