Item,Date,Document
,2026-08-19,[Shareholder Meeting / Postal Ballot-Scrutinizers Report](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d106a8b4-0436-48e4-8bcf-7ebea637c92a.pdf)
,2026-08-18,[Shareholder Meeting / Postal Ballot-Outcome of AGM](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2d0ebbbe-b8c3-43fc-96ae-66baa37f3d14.pdf)
,2026-08-18,[Proceedings Of 39Th Annual General Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=22c38f0c-e3bd-4895-82de-fd867dd83a9f.pdf)
,2026-08-11,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ac316cd2-737f-4c5a-ae0b-c51f6aa9d318.pdf)
,2026-08-06,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=716510c3-2f6d-4421-83dc-1dc97b2eb699.pdf)
,2026-08-04,[Board Meeting Outcome for Outcome Of The Board Meeting Held On 4 August 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=71c5019f-1d73-4efd-8414-f7059a65ab44.pdf)
,2026-08-04,[Announcement under Regulation 30 (LODR)-Change in Management](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ca9258dc-5035-4f44-9c18-06251fc010e0.pdf)
,2026-07-30,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=be7902d8-8f6a-4372-b7d0-12fa490e8f06.pdf)
,2026-07-24,[Receipt Of Order From National Company Law Tribunal (NCLT)](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2d8f385f-58c9-4174-bc2e-b9693c7d0ebd.pdf)
,2026-07-23,[Announcement under Regulation 30 (LODR)-Newspaper Publication](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e8b6e2b5-c025-4463-b665-f31919300b61.pdf)
,Date,Document
,---,---
,2026-08-10,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e589d21-f1fa-4b78-87ac-19d7090decae.pdf)
,2026-05-22,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ee0309b8-1455-41f8-9093-700adf4344b3.pdf)
,2026-02-13,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9e98817e-050f-456e-96e4-fa78a16bfc69.pdf)
,2025-08-07,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=50637100-9f4e-447e-8a20-f41050e2b507.pdf)
,2025-06-02,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5cef5d0d-8dd0-4a44-b130-6de417a0ab6a.pdf)
,2025-02-14,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1b1fecf4-aa04-4ea5-91ec-886a7c2966d7.pdf)
,2024-11-11,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b20050c3-c01b-4de7-b0e7-7286ddeb3cac.pdf)
,2024-08-14,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ccfb7f8-def4-4b9f-8b29-88fa96a0a851.pdf)
,2024-05-16,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1765285e-d422-4f74-bc45-c03425c10afb.pdf)
,2024-02-27,[Announcement under Regulation 30 (LODR)-Earnings Call Transcript](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=86ac6c43-767b-4e8a-9444-541c3fe1ced1.pdf)
,Date,Document
,---,---
,2026-08-05,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=336f50d7-9580-479a-83cf-781d349fa435.pdf)
,2026-05-19,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=682d5497-98fd-4df2-931c-30042d290ab7.pdf)
,2026-02-09,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8cf02549-e15b-45d4-b938-a460a7837573.pdf)
,2025-08-02,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e89b22c4-45c8-4a56-994e-27af64c897cb.pdf)
,2025-05-27,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3674e674-ac93-4264-ad02-b6cdc7168196.pdf)
,2024-11-06,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2062ce74-9666-49e0-9df4-f1da22a55390.pdf)
,2024-08-09,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4e28f494-bb6b-46fe-b7e8-c1595618dec6.pdf)
,2024-05-11,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=37121b2b-e3ad-4c69-9af5-733f3f58334b.pdf)
,2024-02-21,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=81325258-d25d-43e0-ac01-bfe614e096f8.pdf)
,2023-11-17,[Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3216ee9d-d0e7-4034-bf0f-29187fda8a82.pdf)
,Date,Document
,---,---
,2026-08-04,[Financial Results (Standalone And Consolidated) For The Quarter Ended 30 June 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=477531c6-220d-4775-96c4-2f796199aadc.pdf)
,2026-05-18,[Outcome Of The Board Meeting Held On 18 May 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3c3b9c5-c2c5-406d-8fc1-315cdffc88ca.pdf)
,2026-05-18,[Outcome Of The Board Meeting Held On 18 May 2026](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d5b5e20-4c80-42f1-887c-fff895ff2135.pdf)
,2026-02-04,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b8cc6a7b-4b74-49da-a4a9-c319dc067202.pdf)
,2025-11-03,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cbeee49a-0587-487d-a3c9-62b6cb15fd8e.pdf)
,2025-07-31,[Outcome Of The Board Meeting Held On 31 July 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7dde48dd-bbac-4043-ae6c-77d9bce517ce.pdf)
,2025-05-23,[Outcome Of Board Meeting](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=27760dd0-df6f-4d3c-8ad8-a8ebceda7333.pdf)
,2025-02-05,[Outcome Of Board Meeting Held On 5 February 2025](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=044ccc71-4125-4334-bf1d-b7f3ecb60424.pdf)
,2024-11-05,[Limited Review Report With UDIN](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cde71d38-e6a5-4e9a-9f48-452614e73384.pdf)
,2024-08-08,"[Unaudited Financial Results For The Quarter Ended 30 June, 2024](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5a397c65-183b-4842-a1b3-34f9c56d8145.pdf)"
,Date,Document
,---,---
,Nov 2024,[Concall - Nov 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/b20050c3-c01b-4de7-b0e7-7286ddeb3cac.pdf)
,Nov 2023,[Concall - Nov 2023](https://www.bseindia.com/xml-data/corpfiling/AttachHis/0fbd1387-48f6-4bef-8e02-79c7d9382bc9.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee0309b8-1455-41f8-9093-700adf4344b3.pdf)
,May 2026,[Concall - May 2026](https://www.bseindia.com/xml-data/corpfiling/AttachLive/ee0309b8-1455-41f8-9093-700adf4344b3.pdf)
,May 2024,[Concall - May 2024](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1765285e-d422-4f74-bc45-c03425c10afb.pdf)
,May 2023,[Concall - May 2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=820a0ea5-9a27-4093-afee-a138fbf0417f.pdf)
,May 2023,[Concall - May 2023](https://www.bseindia.com/xml-data/corpfiling/AttachHis/820a0ea5-9a27-4093-afee-a138fbf0417f.pdf)
,Jun 2025,[Concall - Jun 2025](https://www.bseindia.com/xml-data/corpfiling/AttachHis/5cef5d0d-8dd0-4a44-b130-6de417a0ab6a.pdf)
,Jun 2023,[Concall - Jun 2023](https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=882724ed-71db-49fa-8f30-491682ba3617.pdf)
,Jun 2023,[Concall - Jun 2023](https://www.bseindia.com/xml-data/corpfiling/AttachHis/882724ed-71db-49fa-8f30-491682ba3617.pdf)
,Date,Document
,---,---
,"7 Apr - Depositories and Participants) Regulations, 2018, please find enclosed certificate received from our Registrar and Share Transfer Agent (CB Management Services Private Limited) for the quarter …","[Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018 7 Apr - Depositories and Participants) Regulations, 2018, please find enclosed certificate received from our Registrar and Share Transfer Agent (CB Management Services Private Limited) for the quarter …](https://www.bseindia.com/xml-data/corpfiling/AttachHis/1fe6a5d0-affa-427a-a19e-804500e10743.pdf)"
,6 Mar - Copies of Public Notice published in Financial Express and Prajavani relating to notice to Shareholders of the Company for resolutions to be passed by way …,[Announcement under Regulation 30 (LODR)-Newspaper Publication 6 Mar - Copies of Public Notice published in Financial Express and Prajavani relating to notice to Shareholders of the Company for resolutions to be passed by way …](https://www.bseindia.com/xml-data/corpfiling/AttachHis/48d2bbd2-befb-4909-9019-59962814140f.pdf)
,4 May - Board meeting postponed to 18 May 2026 for audited FY26 results and possible dividend recommendation.,[Update on board meeting 4 May - Board meeting postponed to 18 May 2026 for audited FY26 results and possible dividend recommendation.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/973e570b-4756-41a0-b90a-3fcb448aedd6.pdf)
,4 May - Board meeting postponed to 18 May 2026 for audited FY26 results and possible dividend recommendation.,[Update on board meeting 4 May - Board meeting postponed to 18 May 2026 for audited FY26 results and possible dividend recommendation.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/973e570b-4756-41a0-b90a-3fcb448aedd6.pdf)
,26 Feb - Postal Ballot Notice: cutoff 27 Feb 2026; dispatch 5 Mar; e-voting 6 Mar–4 Apr 2026.,[Shareholder Meeting / Postal Ballot-Notice of Postal Ballot 26 Feb - Postal Ballot Notice: cutoff 27 Feb 2026; dispatch 5 Mar; e-voting 6 Mar–4 Apr 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/4873b8a1-b42f-4847-96ec-9fd98c73db77.pdf)
,24 Mar - Timken India completed purchase of 26.1% equity in Sunstreamgreen Energy C&I Three Pvt Ltd on 23 March 2026.,[Announcement under Regulation 30 (LODR)-Updates on Acquisition 24 Mar - Timken India completed purchase of 26.1% equity in Sunstreamgreen Energy C&I Three Pvt Ltd on 23 March 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c185454d-b341-4f70-902a-b9466d6c9030.pdf)
,"24 Feb - Copies of Public Notice published in Financial Express and Prajavani. For more details, please see attachment.","[Announcement under Regulation 30 (LODR)-Newspaper Publication 24 Feb - Copies of Public Notice published in Financial Express and Prajavani. For more details, please see attachment.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/d15c11ff-2cba-4d8a-8c40-765146819198.pdf)"
,24 Apr - Annual Secretarial Compliance Report for year ended 31 March 2026 filed under Regulation 24A.,[Compliances-Reg.24(A)-Annual Secretarial Compliance 24 Apr - Annual Secretarial Compliance Report for year ended 31 March 2026 filed under Regulation 24A.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/3a7fa437-3fb9-4380-b2cd-622ffdd22fab.pdf)
,"21 Apr - Mr. Srinivasan Sarangapani moves to global role; Mr. Avishrant Keshava resigns, effective 30 April 2026.","[Announcement under Regulation 30 (LODR)-Change in Management 21 Apr - Mr. Srinivasan Sarangapani moves to global role; Mr. Avishrant Keshava resigns, effective 30 April 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachHis/75ef9f1e-2726-4981-a7d3-8dac2f02a11b.pdf)"
,"1d - Mr. Srinivasan Sarangapani moves to global role; Mr. Avishrant Keshava resigns, effective 30 April 2026.","[Announcement under Regulation 30 (LODR)-Change in Management 1d - Mr. Srinivasan Sarangapani moves to global role; Mr. Avishrant Keshava resigns, effective 30 April 2026.](https://www.bseindia.com/xml-data/corpfiling/AttachLive/75ef9f1e-2726-4981-a7d3-8dac2f02a11b.pdf)"
,Date,Document
,---,---
,from nse,[Annual Report 2013 from nse](https://archives.nseindia.com/annual_reports/AR_354_TIMKEN_2012_2013_05072013170005.zip)
,from bse,[Annual Report 2026 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/36200b5d-34b3-4f62-82de-27573814400e.pdf)
,from bse,[Annual Report 2025 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/56077710-fea5-4439-857d-50afed548a09.pdf)
,from bse,[Annual Report 2024 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/c8fa0f2e-2297-453d-ad54-95274eeb85c4.pdf)
,from bse,[Annual Report 2023 from bse](https://www.bseindia.com/xml-data/corpfiling/AttachHis/a1dfb7dd-1526-4302-9e28-78813dac2d34.pdf)
,from bse,[Annual Report 2022 from bse](https://www.bseindia.com/bseplus/AnnualReport/522113/73944522113.pdf)
,from bse,[Annual Report 2021 from bse](https://www.bseindia.com/bseplus/AnnualReport/522113/69182522113.pdf)
,from bse,[Annual Report 2020 from bse](https://www.bseindia.com/bseplus/AnnualReport/522113/5221130320.pdf)
,from bse,[Annual Report 2019 from bse](https://www.bseindia.com/bseplus/AnnualReport/522113/5221130319.pdf)
,from bse,[Annual Report 2018 from bse](https://www.bseindia.com/bseplus/AnnualReport/522113/5221130318.pdf)
