Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-167.3%,-461.39%,—
,ebitda margin growth,-22.09%,-1.31%,60.59%,141.34%
,net income growth,-29.65%,25.79%,87%,106%
,revenue growth,-26.87%,25.28%,22%,28%
,roce,-23.17%,4.58%,38.37%,21.03%
,roe,-29.65%,3.7%,14.33%,348.85%
