Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-118.51%,-350.13%,-475.86%
,ebitda margin growth,-34.49%,-11.31%,7%,140.75%
,net income growth,-36.98%,8.82%,157%,45%
,revenue growth,-17.87%,14.24%,31%,32%
,roce,-38.11%,35.61%,-36.42%,20.42%
,roe,-36.91%,69.44%,7.71%,-125.81%
