Item,Indicator,Value,Signal
,SMA (10),879.49,Sell
,EMA (10),880.8,Sell
,SMA (20),904.14,Sell
,EMA (20),907.74,Sell
,SMA (50),993.79,Sell
,EMA (50),962.66,Sell
,SMA (100),1016.15,Sell
,EMA (100),1007.35,Sell
,SMA (200),1082.84,Sell
,EMA (200),1058.22,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),25.89,Buy
,"MACD (12,26,9)",-36.32,Sell
,"Stochastic (14,3,3)",13.56,Buy
,ADX (14),51.4,Buy
,Williams %R (14),-87.49,Buy
,ATR (14),19.87,Neutral
,ROC (12),-6.26,Sell
,Stoch RSI (14),35.86,Neutral
,"UO (7,14,28)",51.1,Neutral
