Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-0.91%,23.6%,—
,ebitda margin growth,-14.13%,5.9%,9.21%,14.3%
,net income growth,-15.87%,71.55%,86%,—
,revenue growth,-3.47%,29.59%,19%,50.5%
,roce,-19.7%,40.29%,169.98%,6.19%
,roe,-15.88%,47.91%,6.53%,—
