Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,71.9%,20.91%,—
,ebitda margin growth,-11.79%,-3.35%,-5.69%,—
,net income growth,-13.7%,9.09%,13%,11%
,revenue growth,-5.29%,14.48%,11%,12%
,roce,-12.68%,-5.43%,-32.23%,—
,roe,-13.7%,-15.18%,88.52%,—
