Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-74.36%,207.12%,113.39%
,ebitda margin growth,2.14%,2.03%,5.31%,16.88%
,net income growth,6.96%,7.92%,42%,39%
,revenue growth,-0.62%,6.51%,16%,13%
,roce,2.72%,-3.56%,4.03%,4.86%
,roe,6.96%,-3.13%,10.84%,85.71%
