Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-20.27%,23.58%,224.51%
,ebitda margin growth,-7.63%,-3.93%,-7%,-18.4%
,net income growth,-2.36%,-9.21%,2%,16%
,revenue growth,-2.09%,2.09%,19%,25%
,roce,-10.07%,-18.1%,-21.72%,24.76%
,roe,-2.34%,-18.63%,17.79%,-24.17%
