Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,77.41%,35.66%,105.67%
,ebitda margin growth,-38.09%,-0.24%,-0.77%,-6%
,net income growth,-43.57%,3.04%,6%,6%
,revenue growth,-24.46%,12.64%,8%,16%
,roce,-47.33%,-3.05%,-18.42%,21.73%
,roe,-43.57%,-6.19%,14.64%,-36.45%
