Item,Indicator,Value,Signal
,SMA (10),961.34,Buy
,EMA (10),964.54,Buy
,SMA (20),957.75,Buy
,EMA (20),953.07,Buy
,SMA (50),919.99,Buy
,EMA (50),927.15,Buy
,SMA (100),890.42,Buy
,EMA (100),909.03,Buy
,SMA (200),913.19,Buy
,EMA (200),888.41,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),69.97,Neutral
,"MACD (12,26,9)",15.44,Buy
,"Stochastic (14,3,3)",75.55,Neutral
,ADX (14),16.92,Neutral
,Williams %R (14),-12.82,Sell
,ATR (14),22.7,Neutral
,ROC (12),3.64,Buy
,Stoch RSI (14),100,Sell
,"UO (7,14,28)",52.08,Neutral
