Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,36.42%,20.04%,129.61%
,ebitda margin growth,-7.61%,8.13%,-4.62%,7.12%
,net income growth,-12.73%,19.21%,34%,18%
,revenue growth,3.28%,8.83%,5%,9%
,roce,-10.31%,2.75%,-11.38%,19.94%
,roe,-12.73%,2.76%,17.02%,4.59%
