Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-20.94%,63.41%,124.15%
,ebitda margin growth,2.56%,1.08%,-2.96%,-22.37%
,net income growth,13.78%,6.31%,2%,10%
,revenue growth,7.55%,4.98%,2%,14%
,roce,5.57%,-5.92%,-13.5%,24.43%
,roe,13.81%,-6.69%,16.66%,-42.43%
