Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,4630,4178,4766,4974,4774,5433,5509,5170,5206,5982,6269,5607
Expenses,4305,3898,4485,4673,4636,5087,5095,4798,4759,5511,5758,5195
Operating Profit,325,280,280,302,138,346,414,372,447,472,511,411
OPM %,7,7,6,6,2.9,6,8,7,9,8,8,7
Other Income,20,15,19,25,15,22,35,26,25,25,36,40
Interest,27,28,31,28,36,37,32,33,28,33,32,39
Depreciation,41,47,47,46,47,50,58,54,58,59,59,59
Profit before tax,277,219,221,252,70,280,359,310,386,404,457,352
Tax %,27,24,23,23,23,23,18,23,22,23,22,25
Net Profit,203,166,170,193,54,217,293,237,302,310,354,263
EPS in Rs,7.32,5.96,6.14,6.96,1.94,7.82,10.56,8.55,10.86,11.17,12.76,9.48
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,5335,7152,7723,8500,13063,16166,18119,20690,23079,23065,,
Expenses,4964,6759,7246,7821,12118,15143,16926,19490,21271,21223,,
Operating Profit,371,393,478,679,946,1022,1193,1199,1808,1841,,
OPM %,7,5,6,8,7,6,7,6,8,8,,
Other Income,8,12,22,36,40,46,74,96,106,126,,
Interest,81,113,107,66,44,67,113,133,125,131,,
Depreciation,53,64,96,103,109,138,176,201,231,236,,
Profit before tax,244,227,296,546,832,863,978,960,1557,1600,,
Tax %,35,35,14,25,26,26,25,21,23,—,,
Net Profit,158,148,256,408,619,642,732,757,1203,1229,,
EPS in Rs,6.66,6.22,9.58,14.42,24.73,23.14,26.39,27.28,43.33,44.27,,
Dividend Payout %,21,23,0,0,14,22,21,21,20,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,24,24,24,25,25,50,55,56,56,56,,
Reserves,680,814,940,1331,1670,2414,2950,3549,4153,5241,,
Borrowings,594,775,858,834,520,581,873,1144,634,498,,
Other Liabilities,547,568,952,1075,1184,1407,1973,2438,2753,3039,,
Total Liabilities,1845,2181,2774,3266,3399,4452,5852,7187,7596,8833,,
Fixed Assets,670,886,1034,1708,1736,1837,2580,3281,3668,4060,,
CWIP,122,46,27,10,108,504,374,203,336,328,,
Investments,0,1,49,2,1,91,96,103,126,49,,
Other Assets,1052,1248,1663,1546,1554,2020,2801,3600,3467,4396,,
Total Assets,1845,2181,2774,3266,3399,4452,5852,7187,7596,8833,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,315,91,358,510,977,652,691,1112,1219,2103,,
Cash from Investing Activity,-170,-165,-264,-435,-647,-530,-876,-916,-380,-1387,,
Cash from Financing Activity,-145,79,-53,-78,-359,26,143,27,-815,-440,,
Net Cash Flow,0,5,41,-3,-28,148,-41,222,24,275,,
Free Cash Flow,144,-77,132,208,697,65,-151,450,562,1453,,
CFO/OP,113,41,108,124,162,90,89,111,117,133,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,27,30,28,23,6,10,3,3,5,6,,
Inventory Days,53,47,45,44,39,28,39,38,33,27,,
Days Payable,44,30,40,42,40,34,42,46,46,44,,
Cash Conversion Cycle,36,47,33,24,4,3,0,-5,-8,-12,,
Working Capital Days,-3,0,-1,8,-6,0,1,10,0,2,,
ROCE %,23,22,20,20,26,32,27,25,22,32,,
