Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,19.17%,20.26%,56.9%
,ebitda margin growth,-9.99%,-10.2%,-18.19%,-21.44%
,net income growth,-15.81%,0.2%,6%,6%
,revenue growth,12.3%,17.92%,10%,28%
,roce,-13.68%,-13.19%,-34.44%,19.82%
,roe,-15.81%,-13.37%,15.89%,-35.47%
