Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%,75%
FIIs,0.61%,0%,0.71%,1.84%,3.26%,4.1%,4.33%,4.83%,5.01%,4.78%,4.36%,4.33%
DIIs,11.08%,10.95%,12.83%,12.08%,10.79%,9.95%,9.88%,9.59%,9.15%,8.88%,9.25%,8.76%
Government,0%,0%,0%,0%,0%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%
Public,6.42%,6.27%,6.43%,6.23%,6.16%,6.21%,6.06%,5.9%,6.13%,6.6%,6.76%,7.16%
Others,6.89%,7.79%,5.03%,4.85%,4.79%,4.74%,4.72%,4.67%,4.71%,4.73%,4.62%,4.74%
No. of Shareholders,50836,49675,51118,47721,50730,51396,52134,49531,52984,60907,62885,66389
