Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-34.47%,-54.58%,-28.24%
,ebitda margin growth,192.74%,-15.95%,-16.48%,-18.32%
,net income growth,-23.96%,3.28%,-1%,2%
,revenue growth,35.05%,9.23%,3%,4%
,roce,618.62%,-33.39%,-36.19%,6.2%
,roe,-23.97%,-3.6%,7.28%,-49.28%
